userId,group,trialNo,userInput,shubNo
c237d7a64f2a406c94978dd76273d868,1,3,18,18
c237d7a64f2a406c94978dd76273d868,1,7,4,4
02d2024679c34f70b059efc5a43b0b73,1,3,8,8
b130f76ad4324a4ab9902a9b1066b972,1,3,6,8
02d2024679c34f70b059efc5a43b0b73,1,7,2,2
162b817ff6334732bb895841ba865327,1,3,18,18
162b817ff6334732bb895841ba865327,1,3,18,18
a3fb932964644789be3f3b0321683af4,1,3,8,8
b130f76ad4324a4ab9902a9b1066b972,1,7,2,3
d916c500b6b148dab6147e5e509a834d,1,3,14,8
62e1bd4c98c94f3f8d52816212af71c9,1,3,8,8
162b817ff6334732bb895841ba865327,1,7,17,17
162b817ff6334732bb895841ba865327,1,7,17,17
8148bf66fbe4451082f0dfac4f1fb3f3,1,3,15,15
a3fb932964644789be3f3b0321683af4,1,7,2,2
3dd4d25648334cd098d48d5fef67c575,1,3,9,9
0faf63d0381241c5979a38cf89dd8d59,1,3,9,9
6839034dc3654231844cfbfe622af622,1,3,28,28
d916c500b6b148dab6147e5e509a834d,1,7,48,48
62e1bd4c98c94f3f8d52816212af71c9,1,7,20,20
3dd4d25648334cd098d48d5fef67c575,1,7,21,21
1f5cc03fb1a44fa7a08b6328cc0f1c4b,1,3,8,8
509a32a558254a418dc19f5f41ec1b04,1,3,28,28
8148bf66fbe4451082f0dfac4f1fb3f3,1,7,11,11
6839034dc3654231844cfbfe622af622,1,7,49,49
509a32a558254a418dc19f5f41ec1b04,1,3,28,28
4864967dd08f44a9acf339ecbe796c89,1,3,25,25
0faf63d0381241c5979a38cf89dd8d59,1,7,12,12
7eee0df5d0964b71bd59a79a436fc7d2,1,3,28,28
8a8583c14ee24bef86cae434b0a2eace,1,3,28,28
def1b539f71644e7b768aadc47896df7,1,3,18,18
1f5cc03fb1a44fa7a08b6328cc0f1c4b,1,7,2,2
def1b539f71644e7b768aadc47896df7,1,3,18,18
509a32a558254a418dc19f5f41ec1b04,1,7,59,59
f843ac825ed24ff5a98aef0fdea596c4,1,3,2,22
3f8d5bb974aa4cf68909ba672640fa39,1,3,19,19
4864967dd08f44a9acf339ecbe796c89,1,7,43,43
96d91afc9bd542099fea4b95c3e7200f,1,3,9,9
a466ec1e6fec4f51bb5ab941d7d85fa2,1,3,28,28
7eee0df5d0964b71bd59a79a436fc7d2,1,7,44,44
7eee0df5d0964b71bd59a79a436fc7d2,1,7,44,44
8a8583c14ee24bef86cae434b0a2eace,1,7,46,46
f1bfe35b8fa3468b91aa34c61189e2ce,1,3,9,9
6596cfeaee0b4ed7a34ce6dd894e0d29,1,3,18,18
dde1b2fbaa8647fb9b385015c3d3e3fe,1,3,28,28
0a5c14e4382546088858e6789c7f4053,1,3,14,8
78176c89b3dc4a2f9ca343eac75ae8ab,1,3,25,25
3f8d5bb974aa4cf68909ba672640fa39,1,7,11,15
def1b539f71644e7b768aadc47896df7,1,7,26,24
f843ac825ed24ff5a98aef0fdea596c4,1,7,44,44
def1b539f71644e7b768aadc47896df7,1,7,26,24
8bb7fc2b7c9145dcb21b5774722f25a9,1,3,22,22
96d91afc9bd542099fea4b95c3e7200f,1,7,21,21
a466ec1e6fec4f51bb5ab941d7d85fa2,1,7,46,46
f2156eb4f9644224b525ce578ca56872,1,3,18,18
15466328ef4c450690772e291a9d9e8b,1,3,28,28
6596cfeaee0b4ed7a34ce6dd894e0d29,1,7,24,24
0a5c14e4382546088858e6789c7f4053,1,7,30,30
0f14643e7c2c4f07a21fde391b79ff94,1,3,18,18
8bb7fc2b7c9145dcb21b5774722f25a9,1,7,6,6
f1bfe35b8fa3468b91aa34c61189e2ce,1,7,2,2
2ff5ae433a10410c8c3f348d373564bd,1,3,18,18
f2156eb4f9644224b525ce578ca56872,1,7,7,7
dde1b2fbaa8647fb9b385015c3d3e3fe,1,7,43,43
c39d7d8e40f64183b71b31869b46345d,1,3,12,18
78176c89b3dc4a2f9ca343eac75ae8ab,1,7,32,32
47c21dc2b05a4c58b4ac1f1bbf442190,1,3,28,28
3a9a0e19a32149849e0de4df9a860b0b,1,3,8,8
7cc8fd9790f24c61b1b63c795c691052,1,3,19,19
4c94a313818d45fbbe00932ce21d9af6,1,3,8,8
15466328ef4c450690772e291a9d9e8b,1,7,49,49
0f14643e7c2c4f07a21fde391b79ff94,1,7,20,20
c39d7d8e40f64183b71b31869b46345d,1,7,27,27
c39d7d8e40f64183b71b31869b46345d,1,7,27,27
4c94a313818d45fbbe00932ce21d9af6,1,7,2,2
2ff5ae433a10410c8c3f348d373564bd,1,7,30,30
47c21dc2b05a4c58b4ac1f1bbf442190,1,7,46,46
7cc8fd9790f24c61b1b63c795c691052,1,7,6,6
3a9a0e19a32149849e0de4df9a860b0b,1,7,27,27
4cdb4c18552e4d88a5a57e28d21a37c9,1,3,14,18
38b00641be134ab79553e696faaa4533,1,3,8,8
4cdb4c18552e4d88a5a57e28d21a37c9,1,7,2,2
38b00641be134ab79553e696faaa4533,1,7,4,4
bf21619ef11642e6b07f5a9f924a7bd8,1,3,8,8
bf21619ef11642e6b07f5a9f924a7bd8,1,7,2,2
7144a6a94fed483fb0e692a5f7edb087,2,3,15,15
d57555f95bd048f29f221dc838454301,2,3,28,28
d2b03e84d38a446fbc12aab6b3771c54,2,3,25,25
8f0418d00d034e58b381460ac8d8aeaa,2,3,18,18
7144a6a94fed483fb0e692a5f7edb087,2,7,4,5
c63ffbd7ee6641928547f7abd380ada5,2,3,14,8
c63ffbd7ee6641928547f7abd380ada5,2,3,14,8
c63ffbd7ee6641928547f7abd380ada5,2,3,14,8
d57555f95bd048f29f221dc838454301,2,7,44,44
dc1ec6d177e64d8ba7f282e5d73bcc1d,2,3,18,18
8f0418d00d034e58b381460ac8d8aeaa,2,7,2,2
d2b03e84d38a446fbc12aab6b3771c54,2,7,32,32
6dc580cccce442ebab950157c214e129,2,3,28,28
c772f9098abe4a25982e24dc4ada0fc8,2,3,24,25
ea034ab13cdd4f019b9e4ca496860e67,2,3,15,15
c63ffbd7ee6641928547f7abd380ada5,2,7,2,2
dc1ec6d177e64d8ba7f282e5d73bcc1d,2,7,20,24
6c44b01621c84d1ca962e0178e8926ed,2,3,8,8
0fb78e3b32d44432a1a0c97b7a199aea,2,3,9,9
dd2c686065634e0fb472d5a0b443e708,2,3,20,18
0fb78e3b32d44432a1a0c97b7a199aea,2,3,9,9
58a1a6030c9145ad81d8224aa427b139,2,3,28,28
9c376a885d3544f1b3df32111eb61c50,2,3,8,8
ea034ab13cdd4f019b9e4ca496860e67,2,7,2,2
e359ebf1489045bba3a7e124d58debd0,2,3,9,9
c772f9098abe4a25982e24dc4ada0fc8,2,7,20,22
6c44b01621c84d1ca962e0178e8926ed,2,7,2,2
429eac3d01334bef8adc3aafdb7cce43,2,3,8,8
6dc580cccce442ebab950157c214e129,2,7,56,56
2f885b34a3b84e34b089e78d178d46fb,2,3,15,15
0fb78e3b32d44432a1a0c97b7a199aea,2,7,2,2
502d68bc51a143d192ea42378874714d,2,3,8,8
58a1a6030c9145ad81d8224aa427b139,2,7,11,11
dd2c686065634e0fb472d5a0b443e708,2,7,14,14
fad9aa80d4a944668ad498bb0385da2b,2,3,8,8
efac9405a15d4fc4a0a934cbb3229367,2,3,8,8
c9dab4a1444b46b98c85cc588badf64a,2,3,8,8
bd431014eb104974a59377cc8a1123b2,2,3,8,8
bd431014eb104974a59377cc8a1123b2,2,3,8,8
46e8319baedb4d30ad8590b34aaead34,2,3,31,31
e359ebf1489045bba3a7e124d58debd0,2,7,15,15
9c376a885d3544f1b3df32111eb61c50,2,7,20,20
c38e9697d51b4e3595538ee403d2d591,2,3,15,15
2f885b34a3b84e34b089e78d178d46fb,2,7,2,2
2f885b34a3b84e34b089e78d178d46fb,2,7,2,2
5fd34fb2c3dd48d88a11019d5b91c72e,2,3,9,9
2f5a5499bcaa4d4d8053cd348d746c84,2,3,28,28
502d68bc51a143d192ea42378874714d,2,7,6,6
efac9405a15d4fc4a0a934cbb3229367,2,7,2,2
fad9aa80d4a944668ad498bb0385da2b,2,7,3,3
c9dab4a1444b46b98c85cc588badf64a,2,7,2,2
3215bcc4bea7450cb7b8a749d8a63b07,2,3,31,31
063288f6e9824b629e1cbd51fa360730,2,3,28,28
429eac3d01334bef8adc3aafdb7cce43,2,7,3,3
e33572d862794f1e850e49f1fc3ece5b,2,3,14,8
5fd34fb2c3dd48d88a11019d5b91c72e,2,7,25,25
2eb717d536a74c1eacd652f8025af0f4,2,3,28,28
c38e9697d51b4e3595538ee403d2d591,2,7,21,21
46e8319baedb4d30ad8590b34aaead34,2,7,29,33
2f5a5499bcaa4d4d8053cd348d746c84,2,7,30,30
bd431014eb104974a59377cc8a1123b2,2,7,2,2
bd431014eb104974a59377cc8a1123b2,2,7,2,2
3215bcc4bea7450cb7b8a749d8a63b07,2,7,9,7
588d03ab75504d7a8a13c0b25e22aeac,2,3,28,28
063288f6e9824b629e1cbd51fa360730,2,7,27,27
e5c8e48cfd0f43d29d8c46774bb1ac00,2,3,31,31
b61836e1b02c4708b70a7ae1fc94ceef,2,3,28,28
b61836e1b02c4708b70a7ae1fc94ceef,2,3,28,28
bc2bfffc45a9498e851286ff65774d20,2,3,8,8
2eb717d536a74c1eacd652f8025af0f4,2,7,30,30
9b4574d631bc419a9d027ba76d0e9b98,2,3,28,28
e5c8e48cfd0f43d29d8c46774bb1ac00,2,7,32,30
588d03ab75504d7a8a13c0b25e22aeac,2,7,34,34
42d05a48e7bb45319940c0097c5a8155,2,3,18,18
b61836e1b02c4708b70a7ae1fc94ceef,2,7,34,34
bc2bfffc45a9498e851286ff65774d20,2,7,2,2
9b4574d631bc419a9d027ba76d0e9b98,2,7,23,17
9b4574d631bc419a9d027ba76d0e9b98,2,7,23,17
aa9db9be0ed34fd6bbfe03a6fdc0fc98,2,3,24,25
e33572d862794f1e850e49f1fc3ece5b,2,7,3,3
42d05a48e7bb45319940c0097c5a8155,2,7,20,20
aa9db9be0ed34fd6bbfe03a6fdc0fc98,2,7,17,18
d481aed8c8744baab8ed4fc17da1f4e1,2,3,8,8
d481aed8c8744baab8ed4fc17da1f4e1,2,7,24,24
a6dee2b950e64ac4bd95cdb40c856e53,2,3,14,8
a6dee2b950e64ac4bd95cdb40c856e53,2,7,2,2
4a63b7f4e09147e2813e16f414fc8d21,2,3,20,15
4a63b7f4e09147e2813e16f414fc8d21,2,7,5,5
5c17b37e3cb74d188e341b49220468df,3,3,8,8
5c17b37e3cb74d188e341b49220468df,3,7,2,2
368ebdb8ae1f49aaa2037219da68a2c0,3,3,9,9
6f78f6db62ed4ecd925216b5b52d01fa,3,3,15,15
26531f06fbcd4a43ab3aedf535460240,3,3,14,8
6a8626b8cd4a42e4b90307e2eb901ac3,3,3,15,15
2df0945db0254f7787ca43fe70ba0597,3,3,5,8
2df0945db0254f7787ca43fe70ba0597,3,3,5,8
6f78f6db62ed4ecd925216b5b52d01fa,3,7,2,2
368ebdb8ae1f49aaa2037219da68a2c0,3,7,5,6
6a8626b8cd4a42e4b90307e2eb901ac3,3,7,37,37
1a992eb206ac441cab7f3010328ad877,3,3,8,8
d220b23e6b84477f8a8ff3feb11418e1,3,3,15,15
72f51bea947c4539845b6c43ab78874e,3,3,18,18
a5192da213f447a994a1be7473ab3614,3,3,9,9
6049cd72733544d991be1ea0f36897d1,3,3,15,15
aeb83dbe71a346b581e644714f2e4795,3,3,9,9
aeb83dbe71a346b581e644714f2e4795,3,3,9,9
2df0945db0254f7787ca43fe70ba0597,3,7,8,8
deefd319654645e4b5a2f7733a93f864,3,3,18,18
1a992eb206ac441cab7f3010328ad877,3,7,2,2
df5981f3495c4d9d987b87e1f21ce063,3,3,18,18
d220b23e6b84477f8a8ff3feb11418e1,3,7,2,2
59ea46c140634bb7a9ddd3f297feb317,3,3,15,15
6049cd72733544d991be1ea0f36897d1,3,7,2,2
72f51bea947c4539845b6c43ab78874e,3,7,35,36
aeb83dbe71a346b581e644714f2e4795,3,7,12,12
aeb83dbe71a346b581e644714f2e4795,3,7,12,12
deefd319654645e4b5a2f7733a93f864,3,7,24,24
a5192da213f447a994a1be7473ab3614,3,7,24,24
bc3b905714e04f6b92b16d61e68a386c,3,3,18,18
bc3b905714e04f6b92b16d61e68a386c,3,3,18,18
36a6a08bcc9d47c49d05c30aff42e936,3,3,9,9
df5981f3495c4d9d987b87e1f21ce063,3,7,14,14
ac262c7b117248c8adc02fcbf5a5a10e,3,3,18,18
31a3752aea8c406fa1584a133f743c7b,3,3,8,8
592ae209c2274c26ab5fd0a627ad3aa0,3,3,9,9
831bd1f9852d464288bec6343c88dd26,3,3,8,8
95e25cec08394c848875a99ce2a6506b,3,3,18,18
bc3b905714e04f6b92b16d61e68a386c,3,7,52,52
bc3b905714e04f6b92b16d61e68a386c,3,7,52,52
bc3b905714e04f6b92b16d61e68a386c,3,7,52,52
87efcc89a2784a32a900f613ed79205e,3,3,18,18
36a6a08bcc9d47c49d05c30aff42e936,3,7,9,9
59ea46c140634bb7a9ddd3f297feb317,3,7,2,2
bbfda61cc310419c94490b86bffa4b5a,3,3,18,18
85cc8133564a4fe3b94e1c91ea2e20c2,3,3,15,15
5187d1e2442a4af8845248b11e9ac5d6,3,3,8,8
eebbde520af9468fae0b2377082f06e6,3,3,9,9
ac262c7b117248c8adc02fcbf5a5a10e,3,7,36,36
2ded57ca5c7a4f69b611fe2bc7075080,3,3,28,28
592ae209c2274c26ab5fd0a627ad3aa0,3,7,10,10
31a3752aea8c406fa1584a133f743c7b,3,7,14,14
dd7266c67a524590a6af747452f4fa37,3,3,14,15
95e25cec08394c848875a99ce2a6506b,3,7,6,6
6355a1b7c6f84d8a95ad2a433f8ca16a,3,3,8,8
7a674bda2a7a43eeb1c94bf875188423,3,3,15,15
f4a5b9ffab154f53ae964b26b14a9009,3,3,8,8
831bd1f9852d464288bec6343c88dd26,3,7,2,2
f676d01868c541f792f4568914f28e5f,3,3,19,19
bbfda61cc310419c94490b86bffa4b5a,3,7,24,24
eebbde520af9468fae0b2377082f06e6,3,7,19,19
2ded57ca5c7a4f69b611fe2bc7075080,3,7,43,43
87efcc89a2784a32a900f613ed79205e,3,7,20,27
5187d1e2442a4af8845248b11e9ac5d6,3,7,2,2
dd7266c67a524590a6af747452f4fa37,3,7,11,11
85cc8133564a4fe3b94e1c91ea2e20c2,3,7,11,11
7a674bda2a7a43eeb1c94bf875188423,3,7,11,12
6355a1b7c6f84d8a95ad2a433f8ca16a,3,7,2,2
f676d01868c541f792f4568914f28e5f,3,7,17,15
ca4d165e470b4c06ba6ae6921710c375,3,3,18,18
f4a5b9ffab154f53ae964b26b14a9009,3,7,2,2
d2bbafc0591349b1b72d0e8c424d346b,3,3,8,8
d2bbafc0591349b1b72d0e8c424d346b,3,7,11,11
ca4d165e470b4c06ba6ae6921710c375,3,7,26,20
ca4d165e470b4c06ba6ae6921710c375,3,7,26,20
ca4d165e470b4c06ba6ae6921710c375,3,7,26,20
1730b1358c92479c81e4f62240c27dbc,3,3,19,19
5fb72ac5308343039d5e00f8e4f3a117,3,3,24,24
ab08de64c0204f26a6c4610c7b88d3a4,3,3,18,18
ab08de64c0204f26a6c4610c7b88d3a4,3,3,18,18
1730b1358c92479c81e4f62240c27dbc,3,7,19,19
5fb72ac5308343039d5e00f8e4f3a117,3,7,20,20
ab08de64c0204f26a6c4610c7b88d3a4,3,7,24,24
5246960a7ab740bf8df632496ac1315f,3,3,9,9
5246960a7ab740bf8df632496ac1315f,3,7,5,5
7f1aed89e2ed434980a3540f106935eb,3,3,8,8
7f1aed89e2ed434980a3540f106935eb,3,7,2,2
37ff3dc74d0e477281e8cf581c7b8026,3,3,28,28
37ff3dc74d0e477281e8cf581c7b8026,3,7,44,44
e8fda7e68a1a4a8b9b6a2bc070cdd10f,0,3,15,15
a7e46db005a54846a9703a0c1eecec94,0,3,8,8
50ed3777df5446a0943d4db026bc3a71,0,3,8,8
5f69d5a58d844f00a4d4a632bc086c9e,0,3,28,28
e8fda7e68a1a4a8b9b6a2bc070cdd10f,0,7,2,2
a7e46db005a54846a9703a0c1eecec94,0,7,2,2
50ed3777df5446a0943d4db026bc3a71,0,7,6,6
5f69d5a58d844f00a4d4a632bc086c9e,0,7,40,40
f38614b264c44cb8aea694bbb1a19cc5,0,3,6,28
f38614b264c44cb8aea694bbb1a19cc5,0,3,6,28
35201df096b44bc0ab3f31ebb0290cbf,0,3,15,15
ba6fc3a274a2473280c5ac697eba7938,0,3,22,22
9619816b19fc47f8b364804e36d8bb54,0,3,12,8
f38614b264c44cb8aea694bbb1a19cc5,0,7,14,14
35201df096b44bc0ab3f31ebb0290cbf,0,7,2,2
35201df096b44bc0ab3f31ebb0290cbf,0,7,2,2
35201df096b44bc0ab3f31ebb0290cbf,0,7,2,2
174e50873c994c7caa20af03d08a4741,0,3,9,9
174e50873c994c7caa20af03d08a4741,0,3,9,9
ba6fc3a274a2473280c5ac697eba7938,0,7,17,15
9619816b19fc47f8b364804e36d8bb54,0,7,2,2
174e50873c994c7caa20af03d08a4741,0,7,15,15
d56f83568dfd498e935f1f2e3ff81c22,0,3,8,8
08723ac73e744c36bf07f4bd98505d05,0,3,8,8
eafd5ee978ce452f8fec52c2b87323ae,0,3,8,8
7a01ae99dd774251926d0baeaa3971db,0,3,14,18
ac1d61e569f84b5ba719e4ecd8ca2b2e,0,3,18,18
d56f83568dfd498e935f1f2e3ff81c22,0,7,2,2
5abccc0f4f5a4285ad18d3cba016eb86,0,3,9,9
9826fd588bc442a2b8b8ce1171e137b5,0,3,3,9
7a01ae99dd774251926d0baeaa3971db,0,7,14,14
eafd5ee978ce452f8fec52c2b87323ae,0,7,3,3
17639c486a684637ab05374f19c586a9,0,3,24,18
f51391334f6542c282e03e9eb967ec15,0,3,18,18
426ea668db7d4393a376e0ba6da284b0,0,3,28,28
87f688b2329b4fcb9b82d4a03249e49c,0,3,18,18
f05b8da2bd3648a9af629c57f11cd06c,0,3,8,8
a1d5d46b26014b748b65863efe76d9f4,0,3,21,21
5abccc0f4f5a4285ad18d3cba016eb86,0,7,6,6
5f8e0a041d854769bf69b0bda7ce1cfa,0,3,9,9
2e90a8611040401090005ab091e8e751,0,3,8,8
9826fd588bc442a2b8b8ce1171e137b5,0,7,2,2
08723ac73e744c36bf07f4bd98505d05,0,7,2,2
ac1d61e569f84b5ba719e4ecd8ca2b2e,0,7,2,2
f51391334f6542c282e03e9eb967ec15,0,7,34,34
426ea668db7d4393a376e0ba6da284b0,0,7,44,44
17639c486a684637ab05374f19c586a9,0,7,2,2
a1d5d46b26014b748b65863efe76d9f4,0,7,26,26
b3988523b2fa40f38bd0a519915a127a,0,3,8,8
8fa9715bebe5428282bd1ac23a928733,0,3,8,8
f05b8da2bd3648a9af629c57f11cd06c,0,7,2,2
87f688b2329b4fcb9b82d4a03249e49c,0,7,24,24
5f8e0a041d854769bf69b0bda7ce1cfa,0,7,2,2
2e90a8611040401090005ab091e8e751,0,7,2,2
e1e8798bed64498c97a961c7414a6b78,0,3,9,9
f67986ea67fd4afba55402c4037fb078,0,3,16,16
5081bd40a7ed45a68630ae4dad24709f,0,3,8,8
98ccf990c15f4a478c2e65b755377b02,0,3,8,8
0b553872c9b04317b14b586db2258347,0,3,8,8
b3988523b2fa40f38bd0a519915a127a,0,7,6,6
8fa9715bebe5428282bd1ac23a928733,0,7,10,14
e1e8798bed64498c97a961c7414a6b78,0,7,2,2
f67986ea67fd4afba55402c4037fb078,0,7,12,12
09d705bd8e1c4960b590cb706b98bfdb,0,3,28,28
98ccf990c15f4a478c2e65b755377b02,0,7,2,2
5081bd40a7ed45a68630ae4dad24709f,0,7,2,2
0b553872c9b04317b14b586db2258347,0,7,3,3
d511d3ad584a43a78bd0067dcb6d34dc,0,3,9,9
6c20c60878d14682a1f96a59e3decae6,0,3,8,8
09d705bd8e1c4960b590cb706b98bfdb,0,7,34,34
e53a16480bce4a2d8ba60869d71e5486,0,3,21,21
e78b6cc6f1254e1f93832ae78d1a9f24,0,3,18,18
6c6400a1301c420e887f2e15f121c2f2,0,3,9,9
d76d5f907e7c49a7b79ed76c4789b42a,0,3,8,8
08b2021b4cc547358eff33ad60b953f0,0,3,8,8
e78b6cc6f1254e1f93832ae78d1a9f24,0,7,24,24
d76d5f907e7c49a7b79ed76c4789b42a,0,7,2,2
08b2021b4cc547358eff33ad60b953f0,0,7,2,2
6c6400a1301c420e887f2e15f121c2f2,0,7,2,2
53e2dcb1e660473d8134c39c05737443,0,3,8,8
c4a676324f5c470084cff3007ab92b6c,0,3,15,15
c4a676324f5c470084cff3007ab92b6c,0,7,2,2
53e2dcb1e660473d8134c39c05737443,0,7,2,2
06784ab5b90f4885b592e9adf78cfe8a,0,3,8,8
06784ab5b90f4885b592e9adf78cfe8a,0,7,2,2
6cf33889b28d4b7c94e0ffdfb2c93c6b,0,3,8,8
6cf33889b28d4b7c94e0ffdfb2c93c6b,0,7,2,2
3eee05af5f1d43a5ba9d4acff2fcddc5,0,3,18,18
3eee05af5f1d43a5ba9d4acff2fcddc5,0,7,2,2
9a564f1ed4e041b08e798ed8151d1d5a,1,3,9,9
9a564f1ed4e041b08e798ed8151d1d5a,1,7,22,22
2b2939d8299348a88c3639180fb42f72,3,3,30,18
2b2939d8299348a88c3639180fb42f72,3,7,2,2